  0 840.3  42.7
  1 836.8  46.2
  2 833.2  49.8
  3 829.7  53.3
  4 826.1  56.9
  5 822.5  60.5
  6 819.0  64.0
  7 815.4  67.6
  8 811.6  71.4
  9 808.1  74.9
 10 804.6  78.4
 11 801.1  81.9
 12 797.6  85.4
 13 794.1  88.9
 14 790.6  92.4
 15 787.1  95.9
 16 783.4  99.6
 17 779.9 103.1
 18 776.5 106.5
 19 773.1 109.9
 20 769.6 113.4
 21 766.2 116.8
 22 762.8 120.2
 23 759.4 123.6
 24 755.7 127.3
 25 752.4 130.6
 26 749.0 134.0
 27 745.6 137.4
 28 742.3 140.7
 29 738.9 144.1
 30 735.6 147.4
 31 732.2 150.8
 32 728.7 154.3
 33 725.5 157.5
 34 722.2 160.8
 35 718.9 164.1
 36 715.6 167.4
 37 712.4 170.6
 38 709.1 173.9
 39 705.8 177.2
 40 702.4 180.6
 41 699.2 183.8
 42 696.0 187.0
 43 692.9 190.1
 44 689.7 193.3
 45 686.5 196.5
 46 683.3 199.7
 47 680.1 202.9
 48 676.9 206.1
 49 673.8 209.2
 50 670.6 212.4
 51 667.5 215.5
 52 664.4 218.6
 53 661.4 221.6
 54 658.3 224.7
 55 655.2 227.8
 56 652.0 231.0
 57 649.0 234.0
 58 646.0 237.0
 59 643.0 240.0
 60 640.0 243.0
 61 637.0 246.0
 62 634.0 249.0
 63 631.0 252.0
 64 628.0 255.0
 65 625.0 258.0
 66 622.1 260.9
 67 619.1 263.9
 68 616.2 266.8
 69 613.3 269.7
 70 610.4 272.6
 71 607.5 275.5
 72 604.6 278.4
 73 601.8 281.2
 74 598.9 284.1
 75 596.1 286.9
 76 593.2 289.8
 77 590.4 292.6
 78 587.6 295.4
 79 584.8 298.2
 80 582.0 301.0
 81 579.2 303.8
 82 576.5 306.5
 83 573.7 309.3
 84 571.0 312.0
 85 568.2 314.8
 86 565.5 317.5
 87 562.8 320.2
 88 560.1 322.9
 89 557.4 325.6
 90 554.7 328.3
 91 552.0 331.0
 92 549.4 333.6
 93 546.7 336.3
 94 544.1 338.9
 95 541.5 341.5
 96 538.9 344.1
 97 536.2 346.8
 98 533.6 349.4
 99 531.1 351.9
100 528.5 354.5
101 525.9 357.1
102 523.4 359.6
103 520.8 362.2
104 518.3 364.7
105 515.8 367.2
106 513.2 369.8
107 510.7 372.3
108 508.2 374.8
109 505.7 377.3
110 503.2 379.8
111 500.8 382.2
112 498.4 384.6
113 495.9 387.1
114 493.5 389.5
115 491.0 392.0
116 488.6 394.4
117 486.2 396.8
118 483.8 399.2
119 481.4 401.6
120 479.1 403.9
121 476.7 406.3
122 474.3 408.7
123 471.9 411.1
124 469.6 413.4
125 467.2 415.8
126 464.9 418.1
127 462.6 420.4
128 460.3 422.7
129 458.0 425.0
130 455.7 427.3
131 453.4 429.6
132 451.1 431.9
133 448.9 434.1
134 446.6 436.4
135 444.3 438.7
136 442.2 440.8
137 439.9 443.1
138 437.7 445.3
139 435.5 447.5
140 433.2 449.8
141 431.0 452.0
142 428.8 454.2
143 426.6 456.4
144 424.6 458.4
145 422.4 460.6
146 420.2 462.8
147 418.0 465.0
148 415.9 467.1
149 413.7 469.3
150 411.6 471.4
151 409.5 473.5
152 407.5 475.5
153 405.3 477.7
154 403.2 479.8
155 401.1 481.9
156 399.0 484.0
157 396.9 486.1
158 394.9 488.1
159 392.8 490.2
160 390.9 492.1
161 388.8 494.2
162 386.7 496.3
163 384.7 498.3
164 382.6 500.4
165 380.6 502.4
166 378.6 504.4
167 376.6 506.4
168 374.7 508.3
169 372.7 510.3
170 370.7 512.3
171 368.7 514.3
172 366.7 516.3
173 364.8 518.2
174 362.8 520.2
175 360.9 522.1
176 359.1 523.9
177 357.1 525.9
178 355.1 527.9
179 353.2 529.8
180 351.3 531.7
181 349.4 533.6
182 347.5 535.5
183 345.6 537.4
184 343.8 539.2
185 341.9 541.1
186 340.0 543.0
187 338.1 544.9
188 336.3 546.7
189 334.4 548.6
190 332.5 550.5
191 330.7 552.3
192 329.0 554.0
193 327.1 555.9
194 325.3 557.7
195 323.5 559.5
196 321.6 561.4
197 319.8 563.2
198 318.0 565.0
199 316.2 566.8
200 314.6 568.4
201 312.8 570.2
202 311.0 572.0
203 309.2 573.8
204 307.4 575.6
205 305.7 577.3
206 303.9 579.1
207 302.2 580.8
208 300.6 582.4
209 298.8 584.2
210 297.1 585.9
211 295.4 587.6
212 293.6 589.4
213 291.9 591.1
214 290.2 592.8
215 288.5 594.5
216 287.0 596.0
217 285.3 597.7
218 283.6 599.4
219 281.9 601.1
220 280.2 602.8
221 278.5 604.5
222 276.9 606.1
223 275.2 607.8
224 273.7 609.3
225 272.1 610.9
226 270.4 612.6
227 268.8 614.2
228 267.1 615.9
229 265.5 617.5
230 263.9 619.1
231 262.3 620.7
232 260.9 622.1
233 259.2 623.8
234 257.6 625.4
235 256.0 627.0
236 254.4 628.6
237 252.8 630.2
238 251.3 631.7
239 249.7 633.3
240 248.3 634.7
